Data i godzina;Gracz;Statystyka;Stara wartosc;Nowa wartosc;Przyrost
28.06.2026, 00:11:33;Brahmaparuss;Doswiadczenie;198.686.652 / 198.708.380;198.709.216 / 198.771.430;22564
28.06.2026, 00:11:33;Brahmaparuss;Zrabowane dobra;289.682.697.826 krwi;289.693.914.398 krwi;11216572
28.06.2026, 00:11:34;Gawron;Doswiadczenie;124.565.988 / 124.605.310;124.565.990 / 124.605.310;2
28.06.2026, 00:11:34;Gawron;Walki;57.230;57.232;2
28.06.2026, 00:11:35;lux;Doswiadczenie;115.202.696 / 115.204.800;115.238.164 / 115.252.805;35468
28.06.2026, 00:11:35;lux;Zrabowane dobra;180.533.698.000 krwi;180.556.533.548 krwi;22835548
28.06.2026, 00:11:36;XTurek;Doswiadczenie;415.758.246 / 415.789.920;415.822.789 / 415.881.120;64543
28.06.2026, 00:11:36;XTurek;Zrabowane dobra;826.487.245.150 mięsa;826.539.724.519 mięsa;52479369
28.06.2026, 00:11:37;Viktor;Doswiadczenie;147.737.514 / 147.755.915;147.738.255 / 147.755.915;741
28.06.2026, 00:11:38;PEON;Doswiadczenie;146.184.218 / 146.237.725;146.190.826 / 146.237.725;6608
28.06.2026, 00:11:38;PEON;Zrabowane dobra;299.283.313.133 mięsa;299.288.345.783 mięsa;5032650
28.06.2026, 01:16:31;Brahmaparuss;Doswiadczenie;198.709.216 / 198.771.430;198.878.512 / 198.897.550;169296
28.06.2026, 01:16:31;Brahmaparuss;Obrona;3675;3676;1
28.06.2026, 01:16:31;Brahmaparuss;Wytrzymalosc;3298;3299;1
28.06.2026, 01:16:31;Brahmaparuss;Walki;96.629;96.641;12
28.06.2026, 01:16:31;Brahmaparuss;Zrabowane dobra;289.693.914.398 krwi;289.861.721.375 krwi;167806977
28.06.2026, 01:16:32;Gawron;Doswiadczenie;124.565.990 / 124.605.310;124.565.993 / 124.605.310;3
28.06.2026, 01:16:32;Gawron;Walki;57.232;57.233;1
28.06.2026, 01:16:32;lux;Doswiadczenie;115.238.164 / 115.252.805;115.319.460 / 115.348.845;81296
28.06.2026, 01:16:32;lux;Wytrzymalosc;2539;2540;1
28.06.2026, 01:16:32;lux;Zrabowane dobra;180.556.533.548 krwi;180.626.303.389 krwi;69769841
28.06.2026, 01:16:33;XTurek;Doswiadczenie;415.822.789 / 415.881.120;415.912.256 / 415.972.325;89467
28.06.2026, 01:16:33;XTurek;Zrabowane dobra;826.539.724.519 mięsa;826.614.742.898 mięsa;75018379
28.06.2026, 01:16:34;Viktor;Doswiadczenie;147.738.255 / 147.755.915;147.767.059 / 147.810.280;28804
28.06.2026, 01:16:34;Viktor;Zrabowane dobra;252.716.658.895 krwi;252.734.836.482 krwi;18177587
28.06.2026, 01:16:35;PEON;Doswiadczenie;146.190.826 / 146.237.725;146.192.170 / 146.237.725;1344
28.06.2026, 01:16:35;PEON;Zrabowane dobra;299.288.345.783 mięsa;299.293.982.351 mięsa;5636568
28.06.2026, 02:17:24;Brahmaparuss;Doswiadczenie;198.878.512 / 198.897.550;198.898.477 / 198.960.625;19965
28.06.2026, 02:17:24;Brahmaparuss;Walki;96.641;96.642;1
28.06.2026, 02:17:24;Brahmaparuss;Zrabowane dobra;289.861.721.375 krwi;289.876.150.540 krwi;14429165
28.06.2026, 02:17:25;lux;Doswiadczenie;115.319.460 / 115.348.845;115.320.395 / 115.348.845;935
28.06.2026, 02:17:25;lux;Zrabowane dobra;180.626.303.389 krwi;180.629.820.018 krwi;3516629
28.06.2026, 02:17:26;XTurek;Doswiadczenie;415.912.256 / 415.972.325;416.122.882 / 416.154.765;210626
28.06.2026, 02:17:26;XTurek;Obrona;3300;3302;2
28.06.2026, 02:17:26;XTurek;Zrabowane dobra;826.614.742.898 mięsa;826.863.784.697 mięsa;249041799
28.06.2026, 06:55:21;Brahmaparuss;Doswiadczenie;198.898.477 / 198.960.625;199.109.886 / 199.149.915;211409
28.06.2026, 06:55:21;Brahmaparuss;Zwinnosc;3496;3497;1
28.06.2026, 06:55:21;Brahmaparuss;Walki;96.642;96.643;1
28.06.2026, 06:55:21;Brahmaparuss;Zrabowane dobra;289.876.150.540 krwi;290.066.552.758 krwi;190402218
28.06.2026, 06:55:22;lux;Doswiadczenie;115.320.395 / 115.348.845;115.325.198 / 115.348.845;4803
28.06.2026, 06:55:22;lux;Walki;105.855;105.856;1
28.06.2026, 06:55:23;XTurek;Doswiadczenie;416.122.882 / 416.154.765;416.281.856 / 416.337.250;158974
28.06.2026, 06:55:23;XTurek;Zrabowane dobra;826.863.784.697 mięsa;826.999.656.444 mięsa;135871747
28.06.2026, 06:55:24;Viktor;Doswiadczenie;147.767.059 / 147.810.280;147.768.712 / 147.810.280;1653
28.06.2026, 06:55:24;Viktor;Walki;50.093;50.094;1
28.06.2026, 06:55:24;Viktor;Zrabowane dobra;252.734.836.482 krwi;252.737.735.046 krwi;2898564
28.06.2026, 06:55:25;PEON;Doswiadczenie;146.192.170 / 146.237.725;146.199.834 / 146.237.725;7664
28.06.2026, 06:55:25;PEON;Charyzma;1777;1778;1
28.06.2026, 06:55:25;PEON;Zrabowane dobra;299.293.982.351 mięsa;299.303.443.733 mięsa;9461382
