Data i godzina;Gracz;Statystyka;Stara wartosc;Nowa wartosc;Przyrost
04.06.2026, 01:24:17;Brahmaparuss;Doswiadczenie;166.138.365 / 166.181.890;166.341.835 / 166.354.885;203470
04.06.2026, 01:24:17;Brahmaparuss;Wytrzymalosc;3226;3228;2
04.06.2026, 01:24:17;Brahmaparuss;Walki;95.468;95.483;15
04.06.2026, 01:24:17;Brahmaparuss;Zrabowane dobra;259.812.827.152 krwi;260.002.712.979 krwi;189885827
04.06.2026, 01:24:18;Gawron;Doswiadczenie;116.489.544 / 116.504.470;116.489.546 / 116.504.470;2
04.06.2026, 01:24:18;Gawron;Walki;56.898;56.901;3
04.06.2026, 01:24:19;lux;Walki;104.010;104.011;1
04.06.2026, 01:24:20;Viktor;Doswiadczenie;138.263.515 / 138.290.660;138.263.619 / 138.290.660;104
04.06.2026, 01:24:20;Viktor;Walki;49.545;49.547;2
04.06.2026, 01:24:20;Viktor;Zrabowane dobra;245.277.767.741 krwi;245.278.197.768 krwi;430027
