Data i godzina;Gracz;Statystyka;Stara wartosc;Nowa wartosc;Przyrost
31.07.2026, 00:54:42;Brahmaparuss;Doswiadczenie;239.542.820 / 239.577.340;239.719.334 / 239.785.050;176514
31.07.2026, 00:54:42;Brahmaparuss;Walki;97.952;97.955;3
31.07.2026, 00:54:42;Brahmaparuss;Zrabowane dobra;327.779.951.698 krwi;327.946.895.662 krwi;166943964
31.07.2026, 00:54:45;XTurek;Doswiadczenie;498.750.077 / 498.810.705;498.804.013 / 498.810.705;53936
31.07.2026, 00:54:45;XTurek;Zwinnosc;3960;3961;1
31.07.2026, 00:54:45;XTurek;Zrabowane dobra;911.559.673.632 mięsa;911.612.282.103 mięsa;52608471
31.07.2026, 00:54:46;Viktor;Doswiadczenie;155.111.381 / 155.130.070;155.111.757 / 155.130.070;376
31.07.2026, 00:54:46;Viktor;Zrabowane dobra;259.077.818.132 krwi;259.079.415.051 krwi;1596919
31.07.2026, 00:54:47;PEON;Doswiadczenie;158.855.132 / 158.884.480;158.902.982 / 158.940.855;47850
31.07.2026, 00:54:47;PEON;Zrabowane dobra;309.142.843.620 mięsa;309.183.175.094 mięsa;40331474
31.07.2026, 01:57:24;Brahmaparuss;Doswiadczenie;239.719.334 / 239.785.050;239.719.335 / 239.785.050;1
31.07.2026, 01:57:24;Brahmaparuss;Zwinnosc;3557;3558;1
31.07.2026, 01:57:24;Brahmaparuss;Walki;97.955;97.957;2
31.07.2026, 01:57:25;Gawron;Doswiadczenie;140.916.261 / 140.932.710;140.921.570 / 140.932.710;5309
31.07.2026, 04:56:20;Brahmaparuss;Doswiadczenie;239.719.335 / 239.785.050;239.976.970 / 239.992.845;257635
31.07.2026, 04:56:21;Brahmaparuss;Zwinnosc;3558;3559;1
31.07.2026, 04:56:21;Brahmaparuss;Walki;97.957;97.958;1
31.07.2026, 04:56:21;Brahmaparuss;Zrabowane dobra;327.946.895.662 krwi;328.182.927.366 krwi;236031704
31.07.2026, 04:56:24;XTurek;Doswiadczenie;498.804.013 / 498.810.705;498.987.820 / 499.010.490;183807
31.07.2026, 04:56:24;XTurek;Zrabowane dobra;911.612.282.103 mięsa;911.782.426.941 mięsa;170144838
31.07.2026, 04:56:24;Viktor;Doswiadczenie;155.111.757 / 155.130.070;155.117.327 / 155.130.070;5570
31.07.2026, 04:56:25;PEON;Doswiadczenie;158.902.982 / 158.940.855;158.908.647 / 158.940.855;5665
31.07.2026, 04:56:25;PEON;Walki;30.834;30.835;1
31.07.2026, 04:56:25;PEON;Zrabowane dobra;309.183.175.094 mięsa;309.183.277.733 mięsa;102639
31.07.2026, 08:12:25;Brahmaparuss;Doswiadczenie;239.976.970 / 239.992.845;239.981.716 / 239.992.845;4746
31.07.2026, 08:12:25;Brahmaparuss;Walki;97.958;97.959;1
31.07.2026, 08:12:26;Gawron;Doswiadczenie;140.921.570 / 140.932.710;141.030.912 / 141.038.915;109342
31.07.2026, 08:12:26;Gawron;Walki;57.694;57.695;1
31.07.2026, 08:12:26;Gawron;Zrabowane dobra;204.281.407.798 krwi;204.352.734.226 krwi;71326428
31.07.2026, 08:12:27;lux;Walki;107.385;107.386;1
31.07.2026, 08:12:28;XTurek;Doswiadczenie;498.987.820 / 499.010.490;499.381.324 / 499.410.170;393504
31.07.2026, 08:12:28;XTurek;Zrabowane dobra;911.782.426.941 mięsa;912.183.459.111 mięsa;401032170
31.07.2026, 08:12:29;Viktor;Doswiadczenie;155.117.327 / 155.130.070;155.117.633 / 155.130.070;306
31.07.2026, 08:12:29;Viktor;Walki;50.914;50.916;2
31.07.2026, 08:12:29;Viktor;Zrabowane dobra;259.079.415.051 krwi;259.080.706.177 krwi;1291126
31.07.2026, 08:12:30;PEON;Doswiadczenie;158.908.647 / 158.940.855;158.990.492 / 158.997.240;81845
31.07.2026, 08:12:30;PEON;Zrabowane dobra;309.183.277.733 mięsa;309.248.892.856 mięsa;65615123
31.07.2026, 11:16:42;Brahmaparuss;Doswiadczenie;239.981.716 / 239.992.845;239.989.067 / 239.992.845;7351
31.07.2026, 11:16:42;Brahmaparuss;Walki;97.959;97.960;1
31.07.2026, 11:16:42;Brahmaparuss;Zrabowane dobra;328.182.927.366 krwi;328.187.412.677 krwi;4485311
