Data i godzina;Gracz;Statystyka;Stara wartosc;Nowa wartosc;Przyrost
11.08.2026, 00:29:35;Brahmaparuss;Doswiadczenie;254.400.514 / 254.405.575;254.400.692 / 254.405.575;178
11.08.2026, 00:29:35;Brahmaparuss;Obrona;3953;3954;1
11.08.2026, 00:29:35;Brahmaparuss;Zrabowane dobra;341.377.545.489 krwi;341.378.700.819 krwi;1155330
11.08.2026, 00:29:36;Gawron;Doswiadczenie;144.924.855 / 144.942.660;144.930.239 / 144.942.660;5384
11.08.2026, 00:29:36;Gawron;Walki;57.854;57.855;1
11.08.2026, 00:29:38;XTurek;Doswiadczenie;526.051.757 / 526.143.075;526.053.644 / 526.143.075;1887
11.08.2026, 00:29:38;XTurek;Zrabowane dobra;940.536.549.052 mięsa;940.546.100.572 mięsa;9551520
11.08.2026, 01:48:35;Brahmaparuss;Doswiadczenie;254.400.692 / 254.405.575;254.400.695 / 254.405.575;3
11.08.2026, 01:48:35;Brahmaparuss;Walki;98.441;98.442;1
11.08.2026, 01:48:38;Viktor;Doswiadczenie;155.354.540 / 155.408.700;155.354.543 / 155.408.700;3
11.08.2026, 01:48:38;Viktor;Walki;51.419;51.420;1
11.08.2026, 02:37:36;Brahmaparuss;Doswiadczenie;254.400.695 / 254.405.575;254.405.573 / 254.405.575;4878
11.08.2026, 04:49:28;Brahmaparuss;Doswiadczenie;254.405.573 / 254.405.575;254.634.663 / 254.690.980;229090
11.08.2026, 04:49:28;Brahmaparuss;Walki;98.442;98.444;2
11.08.2026, 04:49:28;Brahmaparuss;Zrabowane dobra;341.378.700.819 krwi;341.580.383.046 krwi;201682227
11.08.2026, 04:49:30;lux;Doswiadczenie;133.276.328 / 133.288.005;133.281.491 / 133.288.005;5163
11.08.2026, 04:49:31;XTurek;Doswiadczenie;526.053.644 / 526.143.075;526.359.983 / 526.450.865;306339
11.08.2026, 04:49:31;XTurek;Zrabowane dobra;940.546.100.572 mięsa;940.821.199.772 mięsa;275099200
11.08.2026, 04:49:32;Viktor;Doswiadczenie;155.354.543 / 155.408.700;155.360.118 / 155.408.700;5575
11.08.2026, 04:49:33;PEON;Doswiadczenie;166.846.006 / 166.874.420;166.851.783 / 166.874.420;5777
11.08.2026, 06:07:11;Gawron;Doswiadczenie;144.930.239 / 144.942.660;144.966.822 / 144.996.510;36583
11.08.2026, 06:07:11;Gawron;Walki;57.855;57.856;1
11.08.2026, 06:07:11;Gawron;Zrabowane dobra;207.613.085.959 krwi;207.636.994.053 krwi;23908094
11.08.2026, 06:07:11;lux;Doswiadczenie;133.281.491 / 133.288.005;133.334.272 / 133.339.640;52781
11.08.2026, 06:07:11;lux;Charyzma;1940;1941;1
11.08.2026, 06:07:11;lux;Walki;107.734;107.735;1
11.08.2026, 06:07:11;lux;Zrabowane dobra;196.263.138.985 krwi;196.300.989.303 krwi;37850318
11.08.2026, 06:07:12;XTurek;Doswiadczenie;526.359.983 / 526.450.865;526.456.269 / 526.553.480;96286
11.08.2026, 06:07:12;XTurek;Sila;4474;4475;1
11.08.2026, 06:07:12;XTurek;Obrona;3320;3321;1
11.08.2026, 06:07:12;XTurek;Zrabowane dobra;940.821.199.772 mięsa;940.930.331.514 mięsa;109131742
11.08.2026, 06:07:13;Viktor;Doswiadczenie;155.360.118 / 155.408.700;155.360.319 / 155.408.700;201
11.08.2026, 06:07:13;Viktor;Walki;51.420;51.421;1
11.08.2026, 06:07:13;Viktor;Zrabowane dobra;259.280.214.090 krwi;259.280.943.350 krwi;729260
11.08.2026, 06:07:14;PEON;Doswiadczenie;166.851.783 / 166.874.420;166.933.408 / 166.989.980;81625
11.08.2026, 06:07:14;PEON;Charyzma;1873;1874;1
11.08.2026, 06:07:14;PEON;Zrabowane dobra;315.435.521.328 mięsa;315.498.694.550 mięsa;63173222
11.08.2026, 07:19:20;Gawron;Doswiadczenie;144.966.822 / 144.996.510;145.003.407 / 145.050.365;36585
11.08.2026, 07:19:20;Gawron;Walki;57.856;57.857;1
11.08.2026, 07:19:20;Gawron;Zrabowane dobra;207.636.994.053 krwi;207.660.902.964 krwi;23908911
11.08.2026, 07:19:21;lux;Doswiadczenie;133.334.272 / 133.339.640;133.370.447 / 133.391.290;36175
11.08.2026, 07:19:21;lux;Zrabowane dobra;196.300.989.303 krwi;196.324.502.104 krwi;23512801
11.08.2026, 07:19:22;XTurek;Doswiadczenie;526.456.269 / 526.553.480;526.604.720 / 526.656.105;148451
11.08.2026, 07:19:22;XTurek;Zrabowane dobra;940.930.331.514 mięsa;941.065.780.489 mięsa;135448975
11.08.2026, 08:08:27;lux;Doswiadczenie;133.370.447 / 133.391.290;133.409.438 / 133.442.945;38991
11.08.2026, 08:08:27;lux;Zrabowane dobra;196.324.502.104 krwi;196.348.016.035 krwi;23513931
11.08.2026, 08:08:28;XTurek;Doswiadczenie;526.604.720 / 526.656.105;526.617.264 / 526.656.105;12544
11.08.2026, 08:08:28;XTurek;Zrabowane dobra;941.065.780.489 mięsa;941.079.876.375 mięsa;14095886
11.08.2026, 08:08:28;Viktor;Walki;51.421;51.422;1
11.08.2026, 08:08:29;PEON;Doswiadczenie;166.933.408 / 166.989.980;166.974.802 / 166.989.980;41394
11.08.2026, 08:08:29;PEON;Zrabowane dobra;315.498.694.550 mięsa;315.526.467.584 mięsa;27773034
11.08.2026, 09:33:29;Brahmaparuss;Doswiadczenie;254.634.663 / 254.690.980;254.698.989 / 254.762.355;64326
11.08.2026, 09:33:29;Brahmaparuss;Walki;98.444;98.445;1
11.08.2026, 09:33:29;Brahmaparuss;Zrabowane dobra;341.580.383.046 krwi;341.622.600.238 krwi;42217192
11.08.2026, 09:33:29;Gawron;Doswiadczenie;145.003.407 / 145.050.365;145.081.971 / 145.104.230;78564
11.08.2026, 09:33:29;Gawron;Walki;57.857;57.858;1
11.08.2026, 09:33:29;Gawron;Zrabowane dobra;207.660.902.964 krwi;207.708.725.079 krwi;47822115
11.08.2026, 09:33:31;lux;Doswiadczenie;133.409.438 / 133.442.945;133.449.218 / 133.494.610;39780
11.08.2026, 09:33:31;lux;Walki;107.735;107.736;1
11.08.2026, 09:33:31;lux;Zrabowane dobra;196.348.016.035 krwi;196.379.400.950 krwi;31384915
11.08.2026, 09:33:31;XTurek;Doswiadczenie;526.617.264 / 526.656.105;526.650.424 / 526.656.105;33160
11.08.2026, 09:33:31;XTurek;Zrabowane dobra;941.079.876.375 mięsa;941.118.822.439 mięsa;38946064
11.08.2026, 09:33:32;Viktor;Doswiadczenie;155.360.319 / 155.408.700;155.365.895 / 155.408.700;5576
11.08.2026, 09:33:32;Viktor;Walki;51.422;51.423;1
11.08.2026, 09:33:33;PEON;Doswiadczenie;166.974.802 / 166.989.980;166.984.755 / 166.989.980;9953
11.08.2026, 09:33:33;PEON;Zrabowane dobra;315.526.467.584 mięsa;315.529.777.905 mięsa;3310321
11.08.2026, 10:32:52;Brahmaparuss;Doswiadczenie;254.698.989 / 254.762.355;254.698.990 / 254.762.355;1
11.08.2026, 10:32:52;Brahmaparuss;Walki;98.445;98.446;1
11.08.2026, 10:32:53;Gawron;Doswiadczenie;145.081.971 / 145.104.230;145.085.672 / 145.104.230;3701
11.08.2026, 10:32:53;Gawron;Walki;57.858;57.859;1
11.08.2026, 10:32:53;Gawron;Zrabowane dobra;207.708.725.079 krwi;207.711.633.808 krwi;2908729
11.08.2026, 10:32:54;lux;Doswiadczenie;133.449.218 / 133.494.610;133.485.397 / 133.494.610;36179
11.08.2026, 10:32:54;lux;Walki;107.736;107.737;1
11.08.2026, 10:32:54;lux;Zrabowane dobra;196.379.400.950 krwi;196.402.917.678 krwi;23516728
11.08.2026, 10:32:55;XTurek;Doswiadczenie;526.650.424 / 526.656.105;526.784.535 / 526.861.390;134111
11.08.2026, 10:32:55;XTurek;Zrabowane dobra;941.118.822.439 mięsa;941.227.076.480 mięsa;108254041
11.08.2026, 10:32:55;Viktor;Walki;51.423;51.424;1
11.08.2026, 10:32:56;PEON;Doswiadczenie;166.984.755 / 166.989.980;167.058.052 / 167.105.585;73297
11.08.2026, 10:32:56;PEON;Charyzma;1874;1875;1
11.08.2026, 10:32:56;PEON;Zrabowane dobra;315.529.777.905 mięsa;315.586.228.786 mięsa;56450881
11.08.2026, 11:34:29;Gawron;Doswiadczenie;145.085.672 / 145.104.230;145.118.904 / 145.158.105;33232
11.08.2026, 11:34:29;Gawron;Zrabowane dobra;207.711.633.808 krwi;207.733.728.261 krwi;22094453
11.08.2026, 11:34:30;lux;Doswiadczenie;133.485.397 / 133.494.610;133.541.014 / 133.546.285;55617
11.08.2026, 11:34:30;lux;Walki;107.737;107.748;11
11.08.2026, 11:34:30;lux;Zrabowane dobra;196.402.917.678 krwi;196.440.793.381 krwi;37875703
11.08.2026, 11:34:31;XTurek;Doswiadczenie;526.784.535 / 526.861.390;526.932.699 / 526.964.045;148164
11.08.2026, 11:34:31;XTurek;Zrabowane dobra;941.227.076.480 mięsa;941.372.988.757 mięsa;145912277
