Data i godzina;Gracz;Statystyka;Stara wartosc;Nowa wartosc;Przyrost
07.09.2026, 00:16:11;Brahmaparuss;Doswiadczenie;280.384.563 / 280.433.090;280.388.672 / 280.433.090;4109
07.09.2026, 00:16:11;Brahmaparuss;Walki;99.399;99.401;2
07.09.2026, 00:16:12;Gawron;Doswiadczenie;152.213.317 / 152.247.135;152.217.832 / 152.247.135;4515
07.09.2026, 00:16:12;Gawron;Walki;58.152;58.154;2
07.09.2026, 00:16:13;lux;Doswiadczenie;142.014.496 / 142.049.830;142.018.934 / 142.049.830;4438
07.09.2026, 00:16:13;lux;Walki;108.562;108.567;5
07.09.2026, 00:16:13;lux;Zrabowane dobra;203.751.693.941 krwi;203.761.052.277 krwi;9358336
07.09.2026, 00:16:13;XTurek;Doswiadczenie;598.574.971 / 598.647.760;598.680.629 / 598.757.185;105658
07.09.2026, 00:16:13;XTurek;Zrabowane dobra;1.016.382.688.097 mięsa;1.016.443.771.171 mięsa;61083074
07.09.2026, 00:16:14;Viktor;Doswiadczenie;159.065.846 / 159.110.045;159.065.850 / 159.110.045;4
07.09.2026, 00:16:14;Viktor;Walki;52.366;52.367;1
07.09.2026, 00:16:15;PEON;Walki;31.068;31.069;1
07.09.2026, 01:59:34;Brahmaparuss;Doswiadczenie;280.388.672 / 280.433.090;280.389.948 / 280.433.090;1276
07.09.2026, 01:59:34;Brahmaparuss;Walki;99.401;99.402;1
07.09.2026, 01:59:34;Brahmaparuss;Zrabowane dobra;365.576.848.371 krwi;365.581.437.429 krwi;4589058
07.09.2026, 01:59:35;Gawron;Walki;58.154;58.155;1
07.09.2026, 01:59:35;lux;Walki;108.567;108.568;1
07.09.2026, 01:59:37;XTurek;Doswiadczenie;598.680.629 / 598.757.185;598.763.343 / 598.866.620;82714
07.09.2026, 01:59:37;XTurek;Zrabowane dobra;1.016.443.771.171 mięsa;1.016.521.660.275 mięsa;77889104
07.09.2026, 01:59:37;Viktor;Walki;52.367;52.368;1
07.09.2026, 01:59:38;PEON;Doswiadczenie;187.495.378 / 187.523.000;187.501.502 / 187.523.000;6124
07.09.2026, 06:18:15;Brahmaparuss;Doswiadczenie;280.389.948 / 280.433.090;280.607.469 / 280.657.810;217521
07.09.2026, 06:18:15;Brahmaparuss;Sila;4056;4058;2
07.09.2026, 06:18:15;Brahmaparuss;Walki;99.402;99.404;2
07.09.2026, 06:18:15;Brahmaparuss;Zrabowane dobra;365.581.437.429 krwi;365.816.410.323 krwi;234972894
07.09.2026, 06:18:16;lux;Doswiadczenie;142.018.934 / 142.049.830;142.024.264 / 142.049.830;5330
07.09.2026, 06:18:17;XTurek;Doswiadczenie;598.763.343 / 598.866.620;599.425.775 / 599.523.450;662432
07.09.2026, 06:18:17;XTurek;Zwinnosc;3994;3997;3
07.09.2026, 06:18:17;XTurek;Zrabowane dobra;1.016.521.660.275 mięsa;1.017.198.561.836 mięsa;676901561
07.09.2026, 06:18:18;Viktor;Doswiadczenie;159.065.850 / 159.110.045;159.068.490 / 159.110.045;2640
07.09.2026, 06:18:18;Viktor;Walki;52.368;52.370;2
07.09.2026, 06:18:18;Viktor;Zrabowane dobra;262.915.924.011 krwi;262.927.222.221 krwi;11298210
07.09.2026, 06:18:19;PEON;Doswiadczenie;187.501.502 / 187.523.000;187.509.430 / 187.523.000;7928
07.09.2026, 06:18:19;PEON;Zrabowane dobra;332.092.838.657 mięsa;332.102.013.911 mięsa;9175254
07.09.2026, 11:27:24;Brahmaparuss;Doswiadczenie;280.607.469 / 280.657.810;280.615.522 / 280.657.810;8053
07.09.2026, 11:27:24;Brahmaparuss;Walki;99.404;99.406;2
07.09.2026, 11:27:24;Brahmaparuss;Zrabowane dobra;365.816.410.323 krwi;365.819.527.851 krwi;3117528
07.09.2026, 11:27:25;Gawron;Doswiadczenie;152.217.832 / 152.247.135;152.224.934 / 152.247.135;7102
07.09.2026, 11:27:25;Gawron;Zrabowane dobra;213.976.229.704 krwi;213.982.927.846 krwi;6698142
07.09.2026, 11:27:26;lux;Doswiadczenie;142.024.264 / 142.049.830;142.058.015 / 142.103.135;33751
07.09.2026, 11:27:26;lux;Walki;108.568;108.579;11
07.09.2026, 11:27:26;lux;Zrabowane dobra;203.761.052.277 krwi;203.785.757.416 krwi;24705139
07.09.2026, 11:27:27;XTurek;Doswiadczenie;599.425.775 / 599.523.450;599.501.353 / 599.523.450;75578
07.09.2026, 11:27:27;XTurek;Zrabowane dobra;1.017.198.561.836 mięsa;1.017.294.399.584 mięsa;95837748
07.09.2026, 11:27:27;Viktor;Doswiadczenie;159.068.490 / 159.110.045;159.068.502 / 159.110.045;12
07.09.2026, 11:27:27;Viktor;Walki;52.370;52.373;3
07.09.2026, 11:27:28;PEON;Doswiadczenie;187.509.430 / 187.523.000;187.943.500 / 187.951.935;434070
07.09.2026, 11:27:28;PEON;Obrona;3334;3336;2
07.09.2026, 11:27:28;PEON;Walki;31.069;31.070;1
07.09.2026, 11:27:28;PEON;Zrabowane dobra;332.102.013.911 mięsa;332.464.217.736 mięsa;362203825
07.09.2026, 17:08:55;Brahmaparuss;Doswiadczenie;280.615.522 / 280.657.810;280.864.939 / 280.882.620;249417
07.09.2026, 17:08:55;Brahmaparuss;Walki;99.406;99.409;3
07.09.2026, 17:08:55;Brahmaparuss;Zrabowane dobra;365.819.527.851 krwi;366.093.877.196 krwi;274349345
07.09.2026, 17:08:56;Gawron;Doswiadczenie;152.224.934 / 152.247.135;152.493.017 / 152.523.165;268083
07.09.2026, 17:08:56;Gawron;Obrona;2541;2542;1
07.09.2026, 17:08:56;Gawron;Zwinnosc;2365;2366;1
07.09.2026, 17:08:56;Gawron;Walki;58.155;58.157;2
07.09.2026, 17:08:56;Gawron;Zrabowane dobra;213.982.927.846 krwi;214.168.582.379 krwi;185654533
07.09.2026, 17:08:57;lux;Doswiadczenie;142.058.015 / 142.103.135;142.068.617 / 142.103.135;10602
07.09.2026, 17:08:57;lux;Walki;108.579;108.592;13
07.09.2026, 17:08:57;lux;Zrabowane dobra;203.785.757.416 krwi;203.805.226.999 krwi;19469583
07.09.2026, 17:08:57;XTurek;Doswiadczenie;599.501.353 / 599.523.450;599.925.953 / 599.961.530;424600
07.09.2026, 17:08:57;XTurek;Zwinnosc;3997;3998;1
07.09.2026, 17:08:57;XTurek;Zrabowane dobra;1.017.294.399.584 mięsa;1.017.819.324.151 mięsa;524924567
07.09.2026, 17:08:58;Viktor;Doswiadczenie;159.068.502 / 159.110.045;159.068.846 / 159.110.045;344
07.09.2026, 17:08:58;Viktor;Walki;52.373;52.378;5
07.09.2026, 17:08:58;Viktor;Zrabowane dobra;262.927.222.221 krwi;262.928.660.175 krwi;1437954
07.09.2026, 17:08:59;PEON;Doswiadczenie;187.943.500 / 187.951.935;188.221.823 / 188.258.615;278323
07.09.2026, 17:08:59;PEON;Obrona;3336;3338;2
07.09.2026, 17:08:59;PEON;Walki;31.070;31.071;1
07.09.2026, 17:08:59;PEON;Zrabowane dobra;332.464.217.736 mięsa;332.752.435.877 mięsa;288218141
07.09.2026, 21:07:54;Brahmaparuss;Doswiadczenie;280.864.939 / 280.882.620;281.306.981 / 281.332.505;442042
07.09.2026, 21:07:54;Brahmaparuss;Sila;4058;4060;2
07.09.2026, 21:07:54;Brahmaparuss;Walki;99.409;99.413;4
07.09.2026, 21:07:54;Brahmaparuss;Zrabowane dobra;366.093.877.196 krwi;366.464.764.864 krwi;370887668
07.09.2026, 21:07:55;Gawron;Doswiadczenie;152.493.017 / 152.523.165;152.605.337 / 152.633.650;112320
07.09.2026, 21:07:55;Gawron;Sila;2576;2577;1
07.09.2026, 21:07:55;Gawron;Zwinnosc;2366;2367;1
07.09.2026, 21:07:55;Gawron;Walki;58.157;58.161;4
07.09.2026, 21:07:55;Gawron;Zrabowane dobra;214.168.582.379 krwi;214.285.796.962 krwi;117214583
07.09.2026, 21:07:56;lux;Doswiadczenie;142.068.617 / 142.103.135;142.238.674 / 142.263.110;170057
07.09.2026, 21:07:56;lux;Sila;2428;2430;2
07.09.2026, 21:07:56;lux;Walki;108.592;108.607;15
07.09.2026, 21:07:56;lux;Zrabowane dobra;203.805.226.999 krwi;203.926.892.370 krwi;121665371
07.09.2026, 21:07:57;XTurek;Doswiadczenie;599.925.953 / 599.961.530;600.476.042 / 600.509.360;550089
07.09.2026, 21:07:57;XTurek;Zwinnosc;3998;4000;2
07.09.2026, 21:07:57;XTurek;Zrabowane dobra;1.017.819.324.151 mięsa;1.018.569.222.083 mięsa;749897932
07.09.2026, 21:07:57;Viktor;Doswiadczenie;159.068.846 / 159.110.045;159.069.816 / 159.110.045;970
07.09.2026, 21:07:57;Viktor;Charyzma;1629;1630;1
07.09.2026, 21:07:57;Viktor;Walki;52.378;52.381;3
07.09.2026, 21:07:57;Viktor;Zrabowane dobra;262.928.660.175 krwi;262.932.768.615 krwi;4108440
07.09.2026, 21:07:58;PEON;Doswiadczenie;188.221.823 / 188.258.615;188.229.428 / 188.258.615;7605
07.09.2026, 21:07:58;PEON;Walki;31.071;31.074;3
07.09.2026, 21:07:58;PEON;Zrabowane dobra;332.752.435.877 mięsa;332.760.124.397 mięsa;7688520
