Data i godzina;Gracz;Statystyka;Stara wartosc;Nowa wartosc;Przyrost
14.06.2026, 01:04:51;Brahmaparuss;Doswiadczenie;180.897.625 / 180.907.140;181.017.172 / 181.027.460;119547
14.06.2026, 01:04:51;Brahmaparuss;Sila;3947;3949;2
14.06.2026, 01:04:51;Brahmaparuss;Walki;95.945;95.950;5
14.06.2026, 01:04:51;Brahmaparuss;Zrabowane dobra;273.194.339.425 krwi;273.316.900.258 krwi;122560833
14.06.2026, 01:04:51;Gawron;Doswiadczenie;118.750.356 / 118.784.250;118.755.230 / 118.784.250;4874
14.06.2026, 01:04:51;Gawron;Walki;57.012;57.014;2
14.06.2026, 01:04:52;lux;Doswiadczenie;107.863.150 / 107.884.770;107.868.093 / 107.884.770;4943
14.06.2026, 01:04:52;lux;Obrona;2845;2846;1
14.06.2026, 01:04:52;lux;Walki;105.053;105.056;3
14.06.2026, 01:04:52;lux;Zrabowane dobra;174.444.967.813 krwi;174.466.441.236 krwi;21473423
14.06.2026, 01:04:53;XTurek;Doswiadczenie;382.788.933 / 382.821.250;382.876.563 / 382.908.755;87630
14.06.2026, 01:04:53;XTurek;Obrona;3086;3087;1
14.06.2026, 01:04:53;XTurek;Zrabowane dobra;792.614.625.775 mięsa;792.692.231.555 mięsa;77605780
14.06.2026, 02:18:26;Brahmaparuss;Doswiadczenie;181.017.172 / 181.027.460;181.153.073 / 181.208.020;135901
14.06.2026, 02:18:26;Brahmaparuss;Sila;3949;3953;4
14.06.2026, 02:18:26;Brahmaparuss;Walki;95.950;95.955;5
14.06.2026, 02:18:26;Brahmaparuss;Zrabowane dobra;273.316.900.258 krwi;273.442.662.232 krwi;125761974
14.06.2026, 02:18:27;Gawron;Walki;57.014;57.015;1
14.06.2026, 02:18:28;lux;Doswiadczenie;107.868.093 / 107.884.770;107.940.613 / 107.977.690;72520
14.06.2026, 02:18:28;lux;Walki;105.056;105.060;4
14.06.2026, 02:18:28;lux;Zrabowane dobra;174.466.441.236 krwi;174.520.587.595 krwi;54146359
14.06.2026, 02:18:28;XTurek;Doswiadczenie;382.876.563 / 382.908.755;383.033.542 / 383.083.795;156979
14.06.2026, 02:18:28;XTurek;Obrona;3087;3089;2
14.06.2026, 02:18:28;XTurek;Zrabowane dobra;792.692.231.555 mięsa;792.838.113.929 mięsa;145882374
14.06.2026, 02:18:29;Viktor;Doswiadczenie;139.892.067 / 139.925.790;139.892.503 / 139.925.790;436
14.06.2026, 02:18:29;Viktor;Zrabowane dobra;246.597.048.077 krwi;246.598.872.997 krwi;1824920
